readout_id,TF_A,TF_B,TF_C,TF_D,TF_E,TF_F,TF_G,TF_H,TF_I,TF_J
cDAP_153,7.95823,0,29.0963,5.26021,0,0,43.1888,28.6742,0.083409,0
cDAP_154,8.36214,0,28.7988,6.25217,0,0,47.1619,29.845,1.22933,0
cDAP_155,7.98499,0,26.9191,6.0982,0,0,49.9044,29.2552,0.626821,0
cDAP_156,6.7489,0,25.397,6.3838,0,0,53.6338,28.4619,0,0
cDAP_157,6.59111,0,23.958,5.67979,0,0,58.0332,28.9908,0,0
cDAP_158,7.64687,0,23.1963,7.26645,0,0,64.4456,28.1729,0,0
cDAP_159,7.92158,0,21.3907,6.7164,0,0,68.4079,27.1266,0,0
cDAP_160,7.19184,0,20.6018,6.54011,0,0,72.7966,26.0328,0,0
cDAP_161,7.30253,0,19.5807,6.04471,0,0,75.9268,25.7797,0,0
cDAP_162,7.83142,0,19.3207,4.74599,0,0,78.2358,25.3029,0,0
cDAP_163,8.41767,0,18.592,5.25255,0,0,81.1933,25.1944,0,0
cDAP_164,8.12042,0,17.2183,4.32757,0,0,86.3645,24.4305,0,0
cDAP_165,8.57344,0,17.0604,3.34795,0,0,87.0625,24.0373,0,0
cDAP_166,7.87851,0,15.9328,2.65393,0,0,86.6641,23.1604,0,0
cDAP_167,7.61609,0,15.4458,2.52112,0,0,85.8708,22.74,0,0
cDAP_168,8.37863,0,14.485,2.53229,0,0,83.3081,22.5683,0,0
cDAP_169,7.70826,0,12.5083,1.23239,0,0,80.3821,21.3523,0,0
cDAP_170,8.20435,0,12.6288,1.34287,0,0,76.1274,21.4699,0,0
cDAP_171,8.73525,0,12.2064,1.59615,0,0,73.0853,21.723,0,0
cDAP_172,9.21081,0,12.1785,1.44218,0,0,71.5661,22.5321,0,0
cDAP_173,9.98564,0,12.4848,1.44218,0,0,70.5227,23.0066,0,0
cDAP_174,10.6826,0,12.0764,1.3652,0,0,67.3501,23.4112,0,0
cDAP_175,11.6665,0,11.4358,1.12308,0,0,65.221,24.6316,0,0
cDAP_176,11.644,0,10.4008,1.21123,0,0,63.3528,25.0045,0,0
cDAP_177,11.6317,0,10.9576,2.14737,0,0,61.0545,25.7367,0,0
cDAP_178,11.6973,0,10.0247,2.4888,0,0,56.7963,26.4192,0,0
cDAP_179,11.4984,0,9.65815,2.55461,0,0,52.5309,25.8,0,0
cDAP_180,11.3652,0,9.43998,2.1362,0,0,49.1398,26.4893,0,0
cDAP_181,10.9675,0,8.62314,1.89409,0,0,46.3586,26.8825,0,0
cDAP_182,11.7834,0,8.9941,2.02689,0,0,43.7608,28.1504,0,0
cDAP_183,11.1869,0,7.72256,2.49996,0,0,41.191,27.6713,0,0
cDAP_184,11.4063,0,7.68069,2.7644,0,0,38.1947,28.3967,0,0
cDAP_185,12.1791,0,7.01223,3.29329,0,0,37.4193,28.5143,0,0
cDAP_186,12.5214,0,5.94931,2.56695,0,0,35.8578,27.9313,0,0
cDAP_187,12.8843,0,5.23897,2.0169,0,0,32.6466,28.3088,0,0
cDAP_188,12.6301,0,5.44319,2.51229,0,0,31.2119,27.9607,0,0
cDAP_189,12.9068,0.30839,5.25293,1.93991,0,0,28.0394,27.6127,0,0
cDAP_190,11.8245,0.550318,4.71009,1.41102,0,0,25.4659,26.5459,0,0
cDAP_191,12.3226,0.765059,5.11851,2.14854,0,0,23.1182,26.7358,0,0
cDAP_192,11.9925,0.841949,4.35749,1.79594,0,0,21.2005,25.8205,0,0
cDAP_193,11.6174,1.00699,3.99094,2.35716,0,0,18.9797,25.3029,0,0
cDAP_194,10.8118,0.604691,3.06759,1.74012,0,0,17.0584,24.6158,0,0
cDAP_195,11.066,0.692839,3.25784,1.91642,0,0,15.1901,25.2418,0,0
cDAP_196,11.1008,0.643136,2.80315,2.05922,0,0,13.7518,24.3197,0,0
cDAP_197,10.4038,0.896322,2.51079,1.2224,0,0,11.6191,23.6372,0,0
cDAP_198,10.5022,0.0870606,1.75418,0.496049,0,0,8.36205,23.2305,0,0
cDAP_199,10.7667,1.08388,1.71231,1.17891,0,0,7.14952,22.609,0,0
cDAP_200,9.64954,1.76655,1.12759,1.82827,0,0,5.4081,21.9265,0,0
cDAP_201,8.34583,0.934767,0.292388,1.21123,0,0,3.74764,21.3343,0,0
cDAP_202,7.22867,0,0.116092,1.03493,0,0,3.04964,20.0258,0,0
cDAP_203,7.39471,0.202395,0,1.94874,0,0,1.31181,19.1332,0,0
cDAP_204,6.85152,0,0,2.4553,0,0,0,19.2778,0,0
cDAP_205,7.53417,0.654394,0.180732,4.15128,0,0.138868,0,20.0463,0.567719,0
cDAP_206,7.05861,0.263357,0.705215,4.30525,0,0,0,19.635,1.34653,0
cDAP_207,5.88813,0,0.292388,4.43688,0,0,0,17.9806,2.16215,0
cDAP_208,5.40029,0,0.264474,4.11778,0,0,0,17.6823,2.90415,0
cDAP_209,4.85912,0,0,3.01652,0,0,0,18.4936,2.94096,0
cDAP_210,4.17446,0,0,2.42181,0,0,0,17.445,3.45533,0
cDAP_211,3.27869,0,0,2.0034,0,0,0,17.8314,3.54348,0
cDAP_212,2.94662,0,0,2.33366,0,0,0,17.7116,2.97777,0
cDAP_213,2.01804,0.0532853,0,2.80673,0,0,0,17.9783,3.42966,0
cDAP_214,1.01983,0,0,2.49879,0,0,0,17.958,4.02103,0
cDAP_215,0.644693,0,0,3.64355,0,0,0,17.6167,3.1284,0
cDAP_216,0.413052,0,0.125643,3.97381,0,0,0,18.1681,3.1284,0
cDAP_217,0.148607,0,0.269619,3.37911,0,0,0,19.2958,2.86396,0
cDAP_218,0.490937,0,0.956442,3.21397,0,0,0,20.1998,2.86396,0
cDAP_219,0.290085,0,2.02377,4.22709,0,0,0,20.7241,3.93288,0
cDAP_220,0,0,2.40428,5.06392,0,0,0,22.7354,4.10918,0
cDAP_221,0,0,2.62244,4.56852,0,0,0,23.8744,4.10918,0
cDAP_222,0,0,1.78283,4.16011,0,0,0,23.9556,2.8751,0
cDAP_223,0,0,1.30022,4.9746,0,0,0,24.7036,2.46003,0
cDAP_224,0,0,1.19812,5.22788,0,0,0,25.5444,2.54818,0
cDAP_225,0,0,1.55071,4.67783,0,0,0,27.0043,2.81262,0
cDAP_226,0,0.0420269,1.33254,5.00809,0,0,0,28.0032,2.27259,0
cDAP_227,0.0359031,0.356175,1.64326,6.12053,0,0,0,29.1717,2.32393,0
cDAP_228,0.698022,0,2.07005,6.07704,0,0,0,31.0927,4.46177,0
cDAP_229,1.22893,0,2.14424,6.07704,0,0,0,33.339,3.98422,0
cDAP_230,1.4503,0,1.9819,6.56127,0,0,0,34.991,2.85281,0
cDAP_231,1.65116,0,1.83352,5.71328,0,0,0,35.6057,2.97777,0
cDAP_232,2.45677,0,1.85188,6.00005,0,0,0,36.3877,4.78869,0
cDAP_233,2.24565,0.769729,1.8842,6.75989,0,0,0,36.7538,4.57559,0
cDAP_234,2.13496,0.428395,1.27157,7.01317,0,0,0,36.7222,4.42496,0
cDAP_235,2.75402,1.03417,2.14864,6.52894,0,0,0,37.1516,5.07881,0
cDAP_236,3.41613,0.957284,1.99071,6.38614,0,0,0,38.042,4.71507,0
cDAP_237,5.14006,0.930097,2.40354,8.32423,0,0,0,39.0636,6.04844,0
cDAP_238,5.19541,0.374022,2.70985,8.41238,0,0,0,39.0952,6.61414,0
cDAP_239,6.02557,0,3.20642,8.08212,0,0,0,39.1585,6.13658,0
cDAP_240,5.2425,0,2.99781,6.63942,0,0,0,39.6488,5.51955,0
cDAP_241,5.44134,0,3.11387,6.3973,0,0,0,40.4963,6.08525,0
cDAP_242,5.67298,0,2.82151,5.91307,0,0,0,41.3054,5.28077,0
cDAP_243,6.47658,0.120836,3.79114,5.28604,0,0,0,42.5914,5.59655,0
cDAP_244,6.21213,0.0326876,4.02326,5.36302,0,0,0,42.5303,4.31452,0
cDAP_245,5.79192,0,4.30167,4.79064,0,0,0,42.745,4.16389,0
cDAP_246,5.96821,0.297132,4.98849,2.98536,0,0,0,42.3586,4.10141,0
cDAP_247,5.60334,0.726614,4.37586,3.48075,0,0,0,41.8524,4.10141,0
cDAP_248,6.09943,1.59684,4.51028,3.92149,0,0,0,42.388,4.54215,0
cDAP_249,6.11995,1.73469,4.45445,3.61356,0,0,0,41.6016,4.89474,0
cDAP_250,6.65086,1.73469,3.63761,3.44843,0,0,0,41.3802,3.70086,0
cDAP_251,7.22281,2.26358,3.24755,3.31679,0,0,0,42.2616,4.22975,0
cDAP_252,6.66937,0.633797,2.83913,3.32795,0,0,0,40.9645,3.84035,0
cDAP_253,6.19381,0.595352,2.43071,3.4161,0,0,0,40.3068,3.53909,0
cDAP_254,5.92735,0.771648,2.66724,2.76674,0,0,0,40.2616,3.23783,0
cDAP_255,5.82692,0.733203,2.9596,1.95225,0,0,0,40.0899,1.50391,0
cDAP_256,5.99094,1.30054,3.29824,2.30484,0,0,0,40.4674,1.85651,0
cDAP_257,5.2612,1.12424,2.50931,1.46801,0,0,0,40.8673,1.68021,0
cDAP_258,4.45357,1.12424,1.89668,1.46801,0,0,0,40.3295,1.20266,0
cDAP_259,4.08669,0.617869,2.04506,1.49034,0,0,0,41.0301,1.55525,0
cDAP_260,3.63367,0.226831,1.97087,0.983784,0,0,0,41.012,1.37895,0
cDAP_261,3.25652,0.403127,1.6506,0.994948,0,0,0,43.1183,0.600144,0
cDAP_262,3.398,0,1.78502,0,0,0,0,44.5963,0.952737,0
cDAP_263,2.73386,0.326238,1.17239,0,0,0,0,46.2099,0.952737,0
cDAP_264,2.30338,0.238089,1.20031,0,0,0,0,47.5274,0.148259,0
cDAP_265,2.20296,0.414386,1.97528,0,0,0,0,49.254,0,0
cDAP_266,2.74211,1.11957,2.57836,0.324424,0,0,0,51.0349,0,0
cDAP_267,3.0947,1.25742,2.72674,0.0164898,0,0,0,53.1909,0.18845,0
cDAP_268,2.02263,0.475347,2.57836,0,0,0,0,55.148,0.313411,0
cDAP_269,1.8894,0.563496,2.46229,0,0,0,0,58.9379,0.401559,0
cDAP_270,2.69501,0.662902,2.68487,0,0,0,0,64.1177,1.408,0
cDAP_271,2.66221,0,2.49461,0,0,0,0,67.9527,1.31985,0
cDAP_272,2.76264,0.613199,3.13516,0,0,0,0,73.598,1.62111,0
cDAP_273,3.29152,0.712605,4.07247,0,0.176385,0,0,81.7835,0.956115,0
cDAP_274,4.01925,1.75912,4.79161,0,0.793422,0,0,90.152,1.0956,0
cDAP_275,3.97618,1.92416,4.73138,0,0.528977,0,0,98.5566,0.353602,0
cDAP_276,2.99428,2.72217,4.84303,0,0,0,0,104.179,0.12597,0
cDAP_277,3.85725,2.50742,4.53672,0,0,0,0,108.792,0,0
cDAP_278,3.56,1.29587,3.99387,0,0,0,0,110.243,0,0
cDAP_279,4.33281,1.30713,4.1283,0,0,0.877555,0,110.557,0,0
cDAP_280,3.99048,0.701347,4.24436,0,0,0.357677,0,108.172,0,0
cDAP_281,3.48211,0.398458,4.15621,0,0,0,0,106.629,0,0
cDAP_282,3.3837,0.134013,4.40229,0,0,0,0,105.289,0,0
cDAP_283,3.66043,0.992978,4.31414,0.0823089,0,0,0,105.162,0,0
cDAP_284,3.80593,1.84068,4.16576,0,0,0,0,105.759,0,0
cDAP_285,3.73006,1.48809,3.91527,0,0,0,0,106.71,0,0
cDAP_286,3.64192,1.91757,4.11948,0,0,0,0,107.501,0,0
cDAP_287,3.687,2.3855,4.35161,0,0,0,0,109.223,0,0
cDAP_288,3.95346,2.2092,4.08716,0,0,0,0,110.376,0,0
cDAP_289,4.05388,1.94476,3.92483,0,0,0,0,112.383,0,0
cDAP_290,3.81198,1.9335,3.58619,0,0,0,0,114.023,0,0
cDAP_291,3.29537,1.35491,2.67679,0,0,0,0,115.223,0,0
cDAP_292,3.1867,1.00232,2.11999,0,0,0,0,116.941,0,0
cDAP_293,3.25432,2.11447,2.25001,0,0,0,0,118.789,0,0
cDAP_294,2.94681,2.2298,1.82323,0,0,0,0,120.665,0,0
cDAP_295,2.71517,2.05351,1.44272,0.00182172,0,0,0,122.703,0,0
cDAP_296,2.53887,2.52143,1.67484,0,0,0,0,124.647,0,0
cDAP_297,1.92183,2.24573,1.27597,0.276263,0,0,0,126.821,0,0
cDAP_298,1.61432,1.28736,0.97921,0.242769,0,0,0,128.31,0,0
cDAP_299,1.40522,1.14951,0.612661,1.0461,0,0,0,129.786,0,0
cDAP_300,2.46502,1.89314,0.747086,1.74012,0,0,0,132.143,0,0
cDAP_301,2.66587,1.97003,1.09527,2.46647,0,0,0,135.334,0,0
cDAP_302,3.11889,2.14632,1.28553,2.55461,0,0,0,137.612,0,0
cDAP_303,3.16397,2.27292,2.00026,2.55461,0,0,0,139.675,0,0
cDAP_304,2.96513,1.88188,1.29948,2.29017,0,0,0,140.821,0,0
cDAP_305,3.06556,1.0998,1.1511,2.26784,0,0,0,142.803,0,0
cDAP_306,2.53667,0.444323,0.520107,2.81789,0,0,0,145.969,0,0
cDAP_307,2.78059,0.102989,0,2.74091,0,0,0,148.95,0,0
cDAP_308,1.85402,0,0,1.61731,0,0,0,151.978,0,0
cDAP_309,1.79868,0,0,1.12192,0,0,0,156.509,0,0
cDAP_310,1.74535,0.0307685,0,0.769322,0,0,0,155.707,0,0
cDAP_311,2.21065,0,0,1.01144,0,0,0,152.278,0,0
cDAP_312,1.90112,0,0,1.3417,0,0,0,145.153,0,0
cDAP_313,2.18811,0.548399,0,2.34366,0,0,0,138.084,0,0
cDAP_314,1.84376,0.383361,0,2.27784,0,0,0,130.635,0,0
cDAP_315,1.85604,0.636547,0,1.93641,0,0,0,124.542,0,0
cDAP_316,2.67393,0.812843,0,2.11271,0,0,0,119.656,0,0
cDAP_317,2.61858,0.812843,0,3.1035,0,0,0,114.145,0,0
cDAP_318,3.08187,0.824102,0,4.03963,0,0,0,109.593,0,0
cDAP_319,3.23562,1.08855,0,3.97381,0,0,0,105.523,0,0
cDAP_320,3.66811,0.91225,0,3.13699,0,0,0,101.107,0,0
cDAP_321,4.26261,1.52929,0,3.25863,0,0,0,97.6043,0,0
cDAP_322,4.79352,0.455581,0,2.76324,0,0,0,93.1432,0,0
cDAP_323,4.33023,0.102989,0,2.58694,0,0,0,88.1013,0,0
cDAP_324,4.31997,0.659064,0,3.14815,0,0,0,82.9261,0,0
cDAP_325,4.79553,0,0,3.98498,0,0,0,77.9204,0,0
cDAP_326,4.60897,0,0,3.63239,0,0,0,72.9485,0,0
cDAP_327,3.66811,0,0,4.29291,0,0,0,70.1643,0,0
cDAP_328,4.02272,0,0,4.1936,0,0,0,65.3687,0,0
cDAP_329,4.59669,0,0,4.21593,0,0,0,60.3743,0,0
cDAP_330,4.54336,0,0,2.4653,0,0,0,56.9211,0,0
cDAP_331,4.90823,0.39462,0,3.21397,0,0,0,53.7821,0,0
cDAP_332,4.52082,0.39462,0,3.04884,0,0,0,49.5742,0,0
cDAP_333,4.52284,0,0,2.18969,0,0,0,47.1469,0,0
cDAP_334,5.30591,0,0,1.39752,0,0,0,44.4668,0,0
cDAP_335,4.7893,0,0,0.527207,0,0,0,40.6361,0,0
cDAP_336,4.71343,0,0,0.0976308,0,0,0,37.3095,0,0
cDAP_337,4.29321,0,0,0,0,0,0,34.9817,0,0
cDAP_338,4.80158,0,0,0.262763,0,0,0,33.3162,0,0
cDAP_339,5.61947,0,0,0.285092,0,0,0,32.2518,0,0
cDAP_340,5.07005,0,0,0,0,0,0,29.6935,0,0
cDAP_341,5.41037,0,0,0,0,0,0,28.7602,0,0
cDAP_342,5.4001,0,0,0.504878,0,0,0,27.2551,0,0
cDAP_343,5.24635,0,0,0.900961,0,0,0,25.5352,0,0
cDAP_344,4.78307,0,0,0.218105,0,0,0,23.5374,0,0
cDAP_345,4.89376,0,0,0,0,0,0,22.525,0,0
cDAP_346,4.87525,0,0,0,0,0,0,21.0989,0,0
cDAP_347,5.08434,0,0,0,0,0,0,20.6356,0,0
cDAP_348,4.89779,0,0,0,0,0,0,19.7203,0,0
cDAP_349,5.05154,0,0,0,0,0,0,18.5859,0,0
cDAP_350,4.08393,0,0,0,0,0,0,15.7201,0,0
cDAP_351,3.70678,0,0,0,0,0,0,14.5992,0,0
cDAP_352,4.39144,0,0,0,0,0,0,14.4275,0,0
cDAP_353,4.32382,0,0,0,0,0,0,14.9315,0,0
cDAP_354,3.56127,0,0,0,0,0,0,13.8761,0,0
cDAP_355,3.46084,0,0,0,0,0,0,13.3314,0,0
cDAP_356,3.82571,0,0,0,0,0,0,12.8433,0,0
cDAP_357,3.88106,0,0,0,0,0,0,13.0964,0,0
cDAP_358,3.34191,0,0,0,0,0,0,12.6444,0,0
cDAP_359,3.72932,0,0,0,0,0,0,12.2014,0,0
cDAP_360,3.47514,0,0,0,0,0,0,11.702,0,0
cDAP_361,3.70678,0,0,0,0,0,0,11.7517,0,0
cDAP_362,3.91588,0,0,0,0,0,0,12.5924,0,0
